id	row	cost	en	jp
V11-B12-G3-011	4	0.2397	It was much softer than the photograph in the notebook suggested.	そのケーキは、ノートの写真から想像されるものよりかなり柔らかくなりました。
V11-B12-G3-011	5	0.0199	Saki checked other pages and found that the writer sometimes used an older measuring cup kept in the same household.	サキがほかのページを調べると、書き手が同じ家にあった古い計量カップを使うことがあったと分かりました。
V11-B12-G3-011	6	0.0297	A family photograph showed a metal cup that held about 180 milliliters.	家族写真には約180ミリリットル入る金属カップも写っていました。
V11-B12-G3-011	7	0.0342	The museum could not prove that this cup was used for the cake recipe, so Saki did not rewrite the historical record as a certain fact.	ただし、そのカップがこのケーキに使われたとは証明できなかったため、サキは歴史記録を確定事項のように書き換えませんでした。
V11-B12-G3-011	8	1.5158	Instead, the exhibit displayed both possible amounts and explained why the difference mattered.	代わりに展示では二つの可能な分量を示し、その違いがなぜ重要か説明しました。
V11-B12-G3-011	9	1.3619	The museum baked two small test cakes and let visitors compare the results.	博物館は二種類の小さな試作ケーキを焼き、来館者に比べてもらいました。
V11-B12-G3-011	10	0.2469	The project showed that conversion is not only a calculation problem; first, researchers must know what the original unit meant in its historical setting.	この調査は、換算が計算だけの問題ではなく、まず元の単位が当時どんな意味だったかを知る必要があると示しました。
V11-B12-G3-012	1	0.4986	A city volunteer center needed student helpers for a weekend donation event.	市のボランティアセンターは週末の寄付イベントに生徒の手伝いを必要としていました。
V11-B12-G3-012	2	1.395	The morning shift ran from 9:00 to noon and the afternoon shift from 13:00 to 16:00.	午前は9時から12時、午後は13時から16時です。
V11-B12-G3-012	3	0.1923	Volunteers had to arrive fifteen minutes before a shift, and anyone working both shifts had to take a forty-five-minute meal break.	ボランティアは開始15分前に到着しなければならず、両方の時間帯で働く人は45分の昼食休憩が必要です。
V11-B12-G3-012	4	1.832	The center also used two preparation rooms: East held eight people and West held five.	準備室は東が8人、西が5人までです。
V11-B12-G3-012	5	0.1761	Ten volunteers were needed in the morning and eleven in the afternoon.	必要人数は午前10人、午後11人でした。
V11-B12-G3-012	6	0.252	Yuta's school planned to send six students by train.	ユウタの学校は電車で6人を送る予定でした。
V11-B12-G3-012	8	0.0843	At first, the teacher suggested putting all six students on the morning list because the event needed ten people then.	先生は最初、午前に10人必要だから6人全員を午前に入れようとしました。
V11-B12-G3-012	9	1.6053	Yuta checked the arrival rule and pointed out that the second group would miss the required 8:45 arrival time.	しかしユウタは到着ルールを確認し、後半3人は必要な8時45分に間に合わないと指摘しました。
V11-B12-G3-012	10	0.0985	They could not simply join late and still be counted as scheduled morning volunteers.	遅れて来ても予定された午前担当として数えることはできません。
V11-B12-G3-012	12	0.7361	Yuta proposed a split plan.	そこでユウタは分ける案を出しました。
V11-B12-G3-012	14	0.1253	The three students on Train B would join the afternoon only.	B電車の3人は午後だけ参加します。
V11-B12-G3-012	15	0.2513	This created three student volunteers in the morning and five in the afternoon.	これで生徒は午前3人、午後5人となります。
V11-B12-G3-012	16	0.0582	The center already had seven adult volunteers in the morning and six in the afternoon, so the totals became ten in the morning and eleven in the afternoon.	センターにはもともと午前7人、午後6人の大人がいるため、合計は午前10人、午後11人になります。
V11-B12-G3-012	17	0.3487	During the short preparation periods, the coordinator could place no more than eight people in East and five in West, so the two rooms together could safely hold all thirteen people if needed.	準備時には東8人、西5人までなので、二室を使えば必要な場合も13人を安全に収容できます。
V11-B12-G3-012	19	0.0887	The center accepted the plan because every assigned worker could follow the same rules rather than receiving a special exception for arriving late.	センターは、遅刻者だけを特別扱いせず全員が同じルールを守れるため、この案を受け入れました。
V11-B12-G3-013	1	0.1289	The biology club compared insect life in two school ponds.	生物部は校内二つの池の昆虫を比べました。
V11-B12-G3-013	2	0.0376	In the first pond, they sampled only beside tall reeds because the bank was easy to reach there.	最初の池では岸に近づきやすかったため、背の高いアシのそばだけで採集しました。
V11-B12-G3-013	3	1.6734	They found many water insects and reported that the pond had greater insect diversity than the second pond.	多くの水生昆虫が見つかり、二つ目の池より多様だと報告しました。
V11-B12-G3-013	4	1.4684	A teacher asked whether both ponds had been sampled in the same kinds of places.	先生は、二つの池で同じ種類の場所を調べたのか尋ねました。
V11-B12-G3-013	5	1.3556	The second pond had been checked beside open water, low grass, and fallen branches.	二つ目の池では開けた水面、低い草、落ちた枝の近くを調べていました。
V11-B12-G3-013	6	0.2317	The club realized that its methods were different.	部員は方法が違うと気づきました。
V11-B12-G3-013	7	1.4298	On the next visit, members selected three habitat types in each pond and used the same net time at every point.	次の調査では両方の池で三種類の環境を選び、それぞれ同じ時間だけ網を使いました。
V11-B12-G3-013	8	1.4258	The new survey still found many insects in the first pond, but several species appeared only near fallen branches in the second.	最初の池ではやはり多くの昆虫が見つかりましたが、二つ目の池では落ちた枝の近くだけに現れる種類もありました。
V11-B12-G3-013	9	0.1272	The club changed its report from a simple ranking to a description of how habitat affected what they found.	部は単純な順位づけをやめ、環境の違いが見つかる昆虫にどう影響するかを説明する報告へ変えました。
V11-B12-G3-013	10	0.344	A fair comparison required broader sampling, not just more counts from the easiest place.	公平に比べるには、最も調べやすい場所で回数だけ増やすのではなく、幅広い場所を調べる必要がありました。
V11-B12-G3-014	1	0.034	A neighborhood center planned a tool-lending library so residents could borrow drills, saws, and gardening equipment instead of buying items used only a few times a year.	地域センターは、年に数回しか使わないドリル、のこぎり、園芸用品などを住民が購入せず借りられる工具貸出制度を計画しました。
V11-B12-G3-014	2	0.2463	The first proposal required a 5,000-yen deposit for every tool.	最初の案では、どの工具にも5,000円の保証金を求めました。
V11-B12-G3-014	3	0.1042	Organizers believed the deposit would reduce loss and pay for repairs.	紛失を減らし、修理費にも使えると考えたからです。
V11-B12-G3-014	4	0.1019	During a public meeting, however, several residents said the amount would prevent some families from using the service.	しかし住民説明会では、その金額では利用できない家庭もあるという意見が出ました。
V11-B12-G3-014	5	0.1666	Others worried that removing deposits completely would make the center responsible for expensive damage.	一方、保証金を完全になくすと高額な破損をセンターが負担することになると心配する人もいました。
V11-B12-G3-014	6	1.5374	Rather than choosing one side immediately, the center studied six months of records from a similar program in another city.	そこで二者択一にせず、別の市の類似制度について6か月分の記録を調べました。
V11-B12-G3-014	7	1.5117	Most late returns involved low-cost hand tools, while the largest repair costs came from two electric tools used without instruction.	返却遅れの多くは安い手工具で起きていましたが、大きな修理費は、説明を受けず使われた電動工具二件から生じていました。
V11-B12-G3-014	8	0.1891	The group designed a two-month pilot.	そこで2か月の試行を行いました。
V11-B12-G3-014	9	0.2399	Hand tools would require no deposit, but borrowers would show identification and agree to a return date.	手工具は保証金なしで、身分確認と返却日の同意だけにしました。
V11-B12-G3-014	10	0.0276	Electric tools would require a smaller 2,000-yen deposit and a ten-minute safety explanation.	電動工具は2,000円の保証金と10分の安全説明を必要としました。
V11-B12-G3-014	11	0.0753	The center also created a repair fund from membership donations instead of expecting deposits to cover every problem.	また、すべての問題を保証金でまかなうのではなく、会員寄付から修理基金を作りました。
V11-B12-G3-014	13	0.1285	The center returned deposits after safe returns as promised.	安全に返された場合は約束どおり保証金も返しました。
V11-B12-G3-014	14	0.0534	At the review meeting, organizers decided to continue the mixed policy rather than move to either a large deposit for everything or no responsibility at all.	検討会では、すべてに高額保証金を課す案にも、責任を完全になくす案にもせず、この混合方式を続けることにしました。
V11-B12-G3-014	15	0.0015	The pilot suggested that different risks needed different responses, and that access and protection did not have to be treated as opposite goals.	異なる危険には異なる対応が必要で、利用しやすさと保護は必ずしも反対の目標ではないと試行から分かりました。
V11-B12-G3-015	1	0.2417	Students helped a neighborhood group survey how residents used a new park.	生徒たちは地域団体と一緒に、新しい公園を住民がどう使っているか調査しました。
V11-B12-G3-015	2	0.1085	They divided a paper map into blocks and planned to visit ten homes in each block.	紙の地図を区画に分け、各区画で10世帯を訪ねる計画でした。
V11-B12-G3-015	3	0.0037	After the first weekend, almost every answer came from detached houses.	しかし最初の週末の回答は、ほとんどが戸建て住宅からでした。
V11-B12-G3-015	4	1.4847	Sana compared the survey map with the city's public address map and discovered that three large apartment buildings had not been drawn on the students' older map.	サナが市の公開住所地図と比べると、生徒が使っていた古い地図には大きな集合住宅が三棟載っていないと分かりました。
V11-B12-G3-015	5	1.4979	Together, those buildings contained more households than two of the small blocks they had already visited.	その三棟の世帯数を合わせると、すでに調査した小さな二区画より多くなります。
V11-B12-G3-015	6	1.4054	The team added the buildings, asked the same questions there, and reported the two rounds separately before combining them.	そこで集合住宅を地図へ加え、同じ質問を行い、最初と追加の調査を分けて報告してから統合しました。
V11-B12-G3-015	7	0.052	Apartment residents used the park more often in the evening and asked for brighter path lighting, a pattern that had barely appeared in the first results.	集合住宅の住民は夕方に公園を使う割合が高く、通路を明るくしてほしいという希望も多く、最初の結果にはほとんど現れていませんでした。
V11-B12-G3-015	8	0.1261	The original answers were not false, but the sampling frame had excluded a large part of the neighborhood.	最初の回答が間違いだったのではなく、調査対象を決める地図が地域の大きな部分を外していたのです。
V11-B12-G3-015	9	0.1133	Fixing the map changed whose experiences could be heard.	地図を直すことで、誰の経験を聞けるかが変わりました。
V11-B12-G3-016	1	1.765	A community center planned a winter reading event from 13:30 to 17:00.	地域センターは13時30分から17時まで冬の読書イベントを計画していました。
V11-B12-G3-016	2	0.053	Ninety-five people had registered, including thirty children who had pre-registered for the craft track.	登録者は95人で、そのうち30人の子どもが工作コースへ事前登録していました。
V11-B12-G3-016	3	0.051	Five accompanying adults were assigned to stay with that group, making a craft group of thirty-five.	そのグループには付き添いの大人5人が入り、工作グループは合計35人です。
V11-B12-G3-016	4	0.0908	The original plan used the outdoor stage for the opening, Hall A for two reading sessions, and Room B for crafts.	最初の計画では、開会を屋外ステージで行い、二つの読書会をAホール、工作をB室で行う予定でした。
V11-B12-G3-016	5	1.4154	A weather forecast issued that morning changed the situation: snow was expected to become heavy after 15:00, and roads might slow after 16:00.	しかし当日朝の予報で、15時以降は雪が強くなり、16時以降は道路が遅れる可能性があると分かりました。
V11-B12-G3-016	6	1.519	The center had three return shuttles to the station at 15:10, 16:10, and 17:10.	駅への帰りのシャトルは15時10分、16時10分、17時10分です。
V11-B12-G3-016	7	0.1362	Hall A was heated and held eighty people, Room B was heated and held thirty-five, and the outdoor stage held 120 but had no heating.	Aホールは暖房があり定員80人、B室は暖房があり定員35人、屋外ステージは120人入れますが暖房はありません。
V11-B12-G3-016	8	0.0756	The staff first considered moving all activities into Hall A.	スタッフはまず全活動をAホールへ移そうとしました。
V11-B12-G3-016	9	0.4551	That would solve the cold-weather problem, but ninety-five registered participants could not all enter a room with a capacity of eighty.	それなら寒さの問題は解決できますが、95人は定員80人を超えます。
V11-B12-G3-016	10	0.2766	A student volunteer, Mai, proposed using the two heated rooms as parallel tracks instead.	そこで生徒ボランティアのマイは、暖房のある二室を同時に別コースとして使う案を出しました。
V11-B12-G3-016	11	1.4159	From 13:30 to 15:00, the thirty-five-person craft group would stay in Room B for a short read-aloud and the planned craft activity.	13時30分から15時まで、35人の工作グループはB室で短い読み聞かせと予定していた工作を行います。
V11-B12-G3-016	12	0.0714	The other sixty participants would attend the main reading program in Hall A.	残り60人はAホールで主な読書プログラムに参加します。
V11-B12-G3-016	13	0.0271	Neither room would exceed its limit, and families in the craft group would stay together.	どちらの部屋も定員を超えず、工作グループの家族も一緒にいられます。
V11-B12-G3-016	14	1.3511	The formal program would end at 15:00, allowing people who were worried about snow to take the 15:10 shuttle.	正式プログラムは15時に終了し、雪が心配な人は15時10分のシャトルを使えます。
V11-B12-G3-016	15	0.1071	A smaller optional reading circle for up to thirty-five people could continue in Room B until 15:50, still giving participants time for the 16:10 shuttle.	希望者35人までの小さな読書会だけをB室で15時50分まで続ければ、16時10分の便にも間に合います。
V11-B12-G3-016	16	0.053	The outdoor stage would not be used.	屋外ステージは使いません。
V11-B12-G3-016	17	0.0459	Staff checked the registration list before announcing the change and confirmed the group sizes.	スタッフは変更を発表する前に登録名簿を確認し、各グループの人数を確かめました。
V11-B12-G3-016	18	0.0897	The revised plan shortened the event and offered fewer chances to move between activities, but it respected room capacities, provided heated space, and reduced dependence on travel after the forecast's risk period.	修正版はイベントが短くなり、活動間を移動する機会も減りますが、定員を守り、暖房のある場所を確保し、予報で危険が高まる時間以降の移動への依存を減らします。
V11-B12-G3-016	19	0.0741	The center posted the change before noon and asked families to choose the early shuttle if possible.	センターは正午前に変更を知らせ、可能なら早いシャトルを使うよう家族へ依頼しました。
V11-B12-G3-016	20	0.1203	Mai's plan worked because it treated the forecast, room map, shuttle times, and attendance limits as connected conditions rather than separate pieces of information.	マイの案が成立したのは、天気予報、部屋の地図、シャトル時刻、参加人数を別々ではなく関連する条件として扱ったからです。
